district_code,county_code,sub_county_code,parish_code,parish_name
30,163,5,18,"BUSESE WARD"
30,163,5,20,"KAYABWE WARD"
30,163,5,22,"NABUSANKE WARD"
30,163,5,24,"NAKIBANGA WARD"
31,166,1,1,KIJAAGI
31,166,1,2,KIRWANYI
31,166,1,9,KASOLOKAMPONYE
31,166,1,12,KITUULE
31,166,1,13,MAKUUKUULU
31,166,2,4,KYEZA
31,166,2,8,KALAMA
31,166,2,10,KIDONGO
31,166,2,11,KISAGAZI
31,166,2,45,KANYOGOGA
31,166,3,3,BUSENYA
31,166,3,5,GOGWA
31,166,3,6,KYABADUMA
31,166,3,7,BUDIBAGA
31,166,3,26,KABYUMA
31,166,3,28,KALONGA
31,166,4,19,MULEETE
31,166,4,20,GOGONYA
31,166,4,24,BUGONZI
31,166,4,27,KAGOMA
31,166,5,29,KATENTE
31,166,5,32,KIJUMBA
31,166,6,14,KANSAMBYA
31,166,6,34,KABULAMULIRO
31,166,6,35,KAKENZI
31,166,6,36,KIKOMA
31,166,6,37,NALUWONDWA
31,166,7,15,KIRYAMENVU
31,166,7,16,BUSOOBA
31,166,7,17,BUTAYUNJA
31,166,7,18,RWAMABOGA
31,166,7,25,KAYEBE
31,221,1,11,KALAGALA
31,221,1,14,MUGUNGULU
31,221,1,24,KIJJOJOLO
31,221,2,2,KAABOWA
31,221,2,4,"KIBALINGA A"
31,221,2,8,"KIBALINGA B"
31,221,2,13,KASAANA
31,221,2,26,KISOMBWA
31,221,2,42,NTUNGAMO
31,221,2,49,KABUBBU
31,221,2,50,NKANDWA
31,221,3,3,BUTUUTI
31,221,3,12,KAMUSONGOLE
31,221,3,17,KABBO
31,221,3,21,MUYINAYINA
31,221,3,25,KIROLERO
31,221,3,27,LWEGULA
31,221,3,29,NKINGA
31,221,3,47,KYAKASA
31,221,4,1,KITONZI
31,221,4,10,KAFUNDEZI
31,221,4,31,KALOKALUNGI
31,221,4,32,MAAYA
31,221,4,48,LUBIMBIRI
31,221,8,5,DYANGOMA
31,221,8,9,KACWAMANGO
31,221,8,15,BUBANDA
31,221,8,19,KIGANDO
31,221,8,23,LUSIBA
31,221,8,28,MUGOLODDE
31,221,8,41,KIYONGA
31,221,9,16,KABALUNGI
31,221,9,33,KASASA
31,221,9,35,KITEERA
31,221,9,46,KIYITA
31,221,10,6,"KISIZIRE WARD"
31,221,10,7,"LUBONA WARD"
31,221,10,18,"KASAMBYA WARD"
31,221,10,20,"KIRUME WARD"
31,221,10,30,"NAKASAGA WARD"
31,221,11,22,"NABINGOOLA WARD"
31,221,11,34,"KAJUMIRO WARD"
31,221,11,36,"GWANIKA WARD"
31,221,11,37,"KIBAALE WARD"
31,221,11,38,"LWEMIVUBO WARD"
31,290,1,3,"KAWERI WARD"
31,290,1,30,"KAWUMULWA WARD"
31,290,1,38,"KASAANA WARD"
31,290,1,40,"KYATEREKERA WARD"
31,290,1,43,"KANSEERA WARD"
31,290,2,1,"BUSAALE WARD"
31,290,2,5,"KISEKENDE WARD"
31,290,2,8,"KATTABALANGA WARD"
31,290,2,9,"KIRUNGI WARD"
31,290,2,44,"GAYAZA WARD"
31,290,2,51,"LWABAGABO WARD"
31,290,3,2,"BIWANGA WARD"
31,290,3,4,"NABIKAKALA WARD"
31,290,3,6,"KATOGO WARD"
31,290,3,7,"NAKAYIMA WARD"
31,290,3,31,"KAYINJA WARD"
31,290,3,33,"MIJUNWA WARD"
31,290,3,39,"KASENYI/CALTEX WARD"
32,176,2,12,BULIJJO
32,176,2,13,KABEMBE
32,176,2,14,KYABAKADDE
32,176,2,15,DDUNDU
32,176,2,16,NTONTO
32,176,4,6,BULIIKA
32,176,4,7,KASENGE
32,176,4,8,KATOOGO
32,176,4,9,MPOMA
32,176,4,10,NAMUBIRU
32,176,4,20,NAMAWOJJOLO
32,177,1,1,BUGOMBE
32,177,1,2,BUSANGA
32,177,1,3,LWOMOLO
32,177,1,4,MUBEMBE
32,177,2,5,KATENTE
32,177,2,6,KIYOOLA
32,177,2,7,KYABALOGO
32,177,2,8,NAMAYIBA
32,177,2,9,NAMUYENJE
32,177,2,10,SEETA-NAZIGO
32,177,2,11,WANKOBA
32,177,2,21,KYETUME
32,177,4,16,MPUNGE
32,177,4,22,LULAGWE
32,177,4,23,MBAZI
32,177,4,24,NGOMBERE
32,177,5,14,KABANGA
32,177,5,15,MPATTA
32,177,5,25,KIYANJA
32,177,5,26,MUBANDA
32,177,5,27,MUGOMBA
32,177,5,28,NAKALANDA
32,177,5,29,TTABA
32,177,6,13,"BUNAKIJJA WARD"
32,177,6,17,"NSANJA WARD"
32,177,6,30,"KALENGERA WARD"
32,177,6,31,"KATOSI WARD"
32,177,6,32,"LUGAZI WARD"
32,177,8,12,"BUGOYE WARD"
32,177,8,18,"NTENJERU-NTANZI WARD"
32,177,8,19,"SSAAYI WARD"
32,177,8,20,"TERERE WARD"
32,177,8,33,"MAZIBA WARD"
32,177,8,34,"MPUMU WARD"
32,177,8,35,"KISOGA WARD"
32,178,1,2,KAKUKUULU
32,178,1,3,KASANA
32,178,1,4,KIGOGOLA
32,178,1,6,NAMALIRI
32,178,2,17,BUKASA
32,178,2,18,KAWONGO
32,178,2,19,KIWAFU
32,178,2,21,NANGA
32,178,4,12,KYAJJA
32,178,4,13,NAGOJJE
32,178,4,14,NAKIBANO
32,178,4,16,WAGGALA
32,178,5,26,KAYINI
32,178,5,27,KITALE
32,178,5,28,KITUULA
32,178,5,29,NAMUGANGA
32,178,5,30,NAMANOGA
32,178,6,22,KATEETE
32,178,6,23,KYABAZAALA
32,178,6,24,NAMAYUBA
32,178,6,25,NTUNDA
32,178,7,1,"KABIMBIRI A WARD"
32,178,7,5,"KITOVU WARD"
32,178,7,32,"KABIMBIRI B WARD"
32,178,7,33,"KASENGE WARD"
32,178,7,34,"KITALE WARD"
32,178,7,35,"KASAWO WARD"
32,178,8,7,"BAMUSUUTA-RURAL WARD"
32,178,8,8,"NABALANGA RURAL WARD"
32,178,8,9,"NAGGALAMA A WARD"
32,178,8,10,"NANKULABYE WARD"
32,178,8,11,"MAKUKUBA WARD"
32,178,8,20,"NAKIFUMA WARD"
32,178,8,37,"BANDAALI WARD"
32,178,8,38,"BUBIRO WARD"
32,178,8,39,"KIGAGA-JOMAYI WARD"
32,178,8,41,"NAGGALAMA B WARD"
32,178,8,42,"NAKANYONYI-NABBALE WARD"
32,178,9,15,"NAMATABA  A WARD"
32,178,9,31,"NAMAGUNGA WARD"
32,178,9,43,"NAMAGUNGA ANNEX WARD"
32,178,9,44,"NAMATABA B WARD"
32,231,1,1,"BUKERERE WARD"
32,231,1,2,"MISINDYE WARD"
32,231,1,3,"NANTABULIRWA WARD"
32,231,1,4,"NYENJE WARD"
32,231,1,5,"SEETA WARD"
32,231,3,11,"NSUUBE/KAUGA WARD"
32,231,3,17,"NTAWO WARD"
32,231,3,18,"NAMUMIRA/ANTHONY WARD"
32,231,3,19,"GGULU WARD"
33,183,1,1,"KASATU (ANGABA)"
33,183,1,2,KITUNA
33,183,1,3,MURUSI
33,183,1,4,RERU
33,183,1,45,ONDIER
33,183,1,48,PAKOLO
33,183,2,6,ABONGO
33,183,2,8,PACHAKA
33,183,2,9,PADOLO
33,183,2,10,PAJUR
33,183,2,11,PAYERA
33,183,3,13,RAMOGI
33,183,3,39,LEE
33,183,3,51,UDUKA
33,183,3,56,"GOT ACIKU"
33,183,3,57,RATUK
33,183,3,58,OSIGUMVURE
33,183,3,59,NDHETHE
33,183,4,16,KALOWANG
33,183,4,17,"KOCH LOWER"
33,183,4,52,"KOCH UPPER"
33,183,4,53,OMYER
33,183,6,23,"MBARO EAST"
33,183,6,24,"ANGAL UPPER"
33,183,6,26,"PAMORA LOWER"
33,183,6,38,"ANGAL LOWER"
33,183,6,43,"MBARO WEST"
33,183,7,27,"PADEL NORTH"
33,183,7,32,"OSSI EAST"
33,183,7,46,"OSSI WEST"
33,183,7,47,"PADEL SOUTH"
33,183,7,62,"PADEL WEST"
33,183,7,63,"OSSI CENTRAL"
33,183,8,25,"PAMINYA UPPER"
33,183,8,42,"PAMINYA LOWER"
33,183,8,49,"PAMORA UPPER"
33,183,9,5,"ABAR EAST"
33,183,9,7,OWEKO
33,183,9,40,"ABAR WEST"
33,183,9,41,ADOLO
33,183,10,19,"NYARUGALO WARD"
33,183,10,20,"PARWO WEST WARD"
33,183,10,30,"PARWO EAST WARD"
33,183,11,15,JUPANGIRA
33,183,11,50,PAWONG
33,183,11,54,AYOMU
33,183,11,55,GOLI
33,183,12,14,VURR
33,183,12,18,ACWERA
33,183,12,60,AKABA
33,183,12,61,OCELO
33,183,13,29,PANGERE
33,183,13,64,"PAGWATA SOUTH"
33,183,13,65,"PAGWATA NORTH"
33,183,13,66,"PULUM NORTH"
33,183,13,67,"PULUM SOUTH"
33,183,14,12,OLAGO
33,183,14,44,MVURA
33,183,14,68,"MVURA WEST"
33,183,14,69,"OLAGO NORTH"
33,292,1,22,"NEBBI HILL WARD"
33,292,1,33,"NYACARA WARD"
33,292,1,34,"ABINDU WARD"
33,292,2,19,"CENTRAL ZONE WARD"
33,292,2,21,"JUKIYA HILL WARD"
33,292,2,36,"NAMTHIN WARD"
33,292,3,20,"FOREST WARD"
33,292,3,35,"NAMRWODHO WARD"
33,292,3,37,"THATHA WARD"
34,184,1,4,KITOJO
34,184,1,7,NYABUBARE
34,184,1,8,RWANDA
34,184,2,9,BUTANDA
34,184,2,11,KITONDO
34,184,2,12,NYAKIBIGI
34,184,3,16,RUKARANGO
34,184,3,17,RUKONI
34,184,3,24,NYAMUGOYE
34,184,4,19,KIYAGA
34,184,4,20,NKONGORO
34,184,4,23,RUKANGA
34,184,4,25,KANYAMPUMO
34,184,5,22,"CENTRAL WARD"
34,184,5,29,"KAKIIKA WARD"
34,184,5,30,"OMUKIMWANI WARD"
34,184,5,31,"WESTERN WARD"
34,184,6,10,"KAGAMBA WARD"
34,184,6,13,"RUTUNGURU WARD"
34,184,6,26,"KAGARAMA CENTRAL WARD"
34,184,7,1,"ITEREERO WARD"
34,184,7,2,"KAKIIKA WARD"
34,184,7,3,"KATOOMI WARD"
34,184,7,5,"KYABASHENYI WARD"
34,184,7,6,"KYARUHUGA WARD"
34,184,7,27,"NYAMUNUKA CENTRAL WARD"
34,184,8,14,"IBAARE WARD"
34,184,8,15,"KIBARUKO WARD"
34,184,8,28,"RWAMABONDO WARD"
34,184,9,18,KINONI
34,184,9,21,NYABUSHENYI
34,184,9,32,IHEMA
34,184,9,33,MUKINGA
34,185,1,1,BUTARE
34,185,1,2,KAHUNGA
34,185,1,3,KIKONI
34,185,1,5,NYARUBAARE
34,185,1,6,RUHOKO
34,185,2,7,"BAKIHARIRE WARD"
34,185,2,18,"NSHENYI WARD"
34,185,2,30,"KABIMBIRI WARD"
34,185,2,31,"KABOBO WARD"
34,185,2,32,"OMUKIBARE WARD"
34,185,2,42,"CENTRAL WARD"
34,185,3,27,NGOMA
34,185,3,29,KIYOORA
34,185,3,43,KATARAKA
34,185,4,9,KATOJO
34,185,4,11,RUHAAMA
34,185,4,12,RWAMWIRE
34,185,4,13,RWENGOMA
34,185,4,54,IGURWA
34,185,5,16,NYAKABAARE
34,185,5,17,RUKONI
34,185,6,20,KABUNGO
34,185,6,21,KAYENJE
34,185,6,22,KITASHEKWA
34,185,6,24,RUSHEBEYA
34,185,6,35,MURAMBI
34,185,7,36,ITOJO
34,185,7,38,RUHANGA
34,185,8,14,KIHANGA
34,185,8,15,"KYAMWASHA A"
34,185,8,49,KANYERERE
34,185,8,50,"KYAMWASHA B"
34,185,8,51,NYAKIBAARE
34,185,9,10,"KISHAMI A"
34,185,9,55,MITOOMA
34,185,9,56,RWEMIRIRO
34,185,9,57,"KISHAMI B"
34,185,9,58,KAHENDA
34,185,10,8,"KAFUNJO WARD"
34,185,10,23,"MURAMBI WARD"
34,185,10,33,"KIGANDO WARD"
34,185,10,34,"MIRAMA WARD"
34,185,10,45,"KYARWEHUNDE WARD"
34,185,11,19,"RWOHO WARD"
34,185,11,40,"KIRUNGU WARD"
34,185,11,41,"KITOJO WARD"
34,185,11,46,"KIRERA WARD"
34,185,11,47,"MUSHASHA WARD"
34,185,11,48,"NYAKIGUFU WARD"
34,185,12,52,"BUHANAMA WARD"
34,185,12,53,"NYONGOZI WARD"
34,185,13,4,NYABURIZA
34,185,13,44,KIZAARA
34,185,13,59,KARAMBI
34,185,14,25,"KIZIIBA WARD"
34,185,14,26,"KAGORORA WARD"
34,185,14,28,"NGOMBA WARD"
34,185,14,39,"KIBINGO WARD"
34,186,1,1,KABASHESHE
34,186,1,4,KIJUBWE
34,186,1,6,RUHEGA
34,186,2,7,KASHENYI
34,186,2,9,KIZINGA
34,186,2,10,MUGYERA
34,186,2,11,MUKONI
34,186,2,12,NYAKARIRO
34,186,2,13,RUHARA
34,186,3,14,KAGUGU
34,186,3,16,NYANGA
34,186,3,17,NYARWANYA
34,186,3,18,OMUNGYENYI
34,186,4,20,KAGONGI
34,186,4,22,KATUNGAMO
34,186,4,24,NGOMBA
34,186,4,25,NYAKABUNGO
34,186,5,15,NYAMURINDIRA
34,186,5,19,RUKIIRI
34,186,5,26,"AKATOJO WARD"
34,186,5,27,"KAGANGO WARD"
34,186,5,28,"KYABUKUJU WARD"
34,186,5,29,"RWEIMIRIRO WARD"
34,186,6,2,"KAINA WARD"
34,186,6,3,"KATOOMA WARD"
34,186,6,5,"KYOBWE WARD"
34,186,6,8,"KIYANJA WARD"
34,186,7,21,KAKANENA
34,186,7,23,KYAFOORA
34,186,7,30,KAMAHURI
34,186,7,31,KAJUMBAJUMBA
34,232,1,30,"PARK WARD"
34,232,1,34,"KYAMATE WARD"
34,232,2,7,"KIKONI WARD"
34,232,2,31,"CENTRAL WARD"
34,232,3,32,"KAHUNGA WARD"
34,232,3,33,"MUKO WARD"
35,190,1,2,"BUKADUKA WARD"
35,190,1,3,"MPUMWIRE WARD"
35,190,1,5,"NAMUGONGO WARD"
35,190,1,25,"KAMUGE WARD"
35,190,1,39,"KALAPATA WARD"
35,190,2,6,OGORIA
35,190,2,23,"BOLISO  I"
35,190,2,41,LIMOTO
35,190,2,49,BOLISO
35,190,5,1,KAINJA
35,190,5,15,KASODO
35,190,5,16,NAJENETI
35,190,5,45,NABITENDE
35,190,5,46,NANGODI
35,190,6,20,AKADOT
35,190,6,21,KABOLOI
35,190,6,22,KAGOLI
35,190,7,18,"EAST  WARD"
35,190,7,19,"WEST WARD"
35,190,7,35,"KAUCHO WARD"
35,190,7,36,"HOSPITAL WARD"
35,190,7,37,"KAGWESE WARD"
35,190,8,7,BUDABULA
35,190,8,8,NAGULE
35,190,8,26,PUTI-PUTI
35,190,8,40,MPONGI
35,190,9,24,KAGOLI
35,190,9,38,"BOLISO II"
35,190,12,14,APAPA
35,190,12,17,OLOK
35,190,12,34,NGALWE
35,190,12,47,ODWARAT
35,234,1,1,AGULE
35,234,1,27,OKUNGURO
35,234,2,6,APOPONG
35,234,2,7,KAPALA
35,234,2,18,ANGOLOLO
35,234,2,19,KADUMIRE
35,234,2,30,OBWANAI
35,234,3,8,AJEPET
35,234,3,10,KACHANGO
35,234,3,20,AKUORO
35,234,3,21,OKWII
35,234,3,22,OLUWA
35,234,3,23,OUKOT
35,234,3,50,ANGODI
35,234,4,12,KAMEKE
35,234,4,25,"KOMOLO B"
35,234,4,26,"KOMOLO MANGA"
35,234,4,32,NYAKOI
35,234,4,34,KWARIKWARI
35,234,4,48,OMUROKA
35,234,5,4,"ODUSAI WARD"
35,234,5,14,"KADODIO WARD"
35,234,5,15,"MORUKOKUME WARD"
35,234,5,17,"PASIA WARD"
35,234,6,5,ADAL
35,234,6,29,KAUKURA
35,234,6,35,AUJABULE
35,234,6,36,KAKURACH
35,234,6,51,KATUKEI
35,234,7,24,KATEKI
35,234,7,33,OBOLISO
35,234,7,37,KINOMU
35,234,7,38,"OBOLISO KOMOLO"
35,234,7,40,OMOTOI
35,234,8,9,GOGONYO
35,234,8,41,AMONI
35,234,8,45,OBUTETE
35,234,8,46,OPETA
35,234,10,11,AKISIM
35,234,10,13,OKISIRAN
35,234,10,31,OPADOI
35,234,10,44,KOBUIN
35,234,11,2,AKWAMORU
35,234,11,3,CHELEKURA
35,234,11,42,ADODOI
35,234,11,43,KALEMEN
35,261,1,1,"APUNA WARD"
35,261,1,2,"OMAULON WARD"
35,261,1,3,"OTAMIRIO WARD"
35,261,1,4,"OTELEPAI WARD"
35,261,1,26,"OMUKULAI WARD"
35,261,1,27,"OPOGONO WARD"
35,261,1,28,AGURUR
35,261,4,16,KIBALE
35,261,7,14,KADESOK
35,261,7,15,KAPUWAI
35,261,7,25,OPWATETA
35,261,7,31,OKARACHA
36,193,1,1,BYAKABANDA
36,193,1,2,KAMUKALO
36,193,1,3,KITAASA
36,193,5,17,KALUNGI
36,193,5,18,KASULA
36,193,5,20,RWAMBAJJO
36,193,5,38,DYANGO
36,193,5,40,KIZINGA
36,193,7,28,BITABAGO
36,193,7,29,BUTIITI
36,193,7,30,KANONI
36,193,7,31,KASENSERO
36,193,7,32,KIYOVU
36,193,8,33,"KATUNTU WARD"
36,193,8,34,"KIBONA WARD"
36,193,9,19,MWERUKA
36,193,9,21,RWENSINGA
36,193,9,39,LUKERERE
36,193,9,42,NDAGGA
36,193,10,12,BBALE
36,193,10,13,KAKINGA
36,193,10,14,KYALUGABA
36,193,10,15,MAGABI
36,193,10,24,KYABIWA
36,193,11,16,KABALA
36,193,11,17,KIFAMBA
36,193,11,18,KISAASA
36,193,11,23,KAWUNGULI
36,249,1,1,KIYUMBAKIMU
36,249,1,2,KONGOTA
36,249,1,3,KYAMAKANAGA
36,249,1,14,KASANKALA
36,249,1,37,KIRANGIRA
36,249,2,9,BUYAMBA
36,249,2,10,DDWANIRO
36,249,2,11,KAYONZA
36,249,2,12,LWAKALOLO
36,249,2,35,KALEERE
36,249,3,4,KAJJU
36,249,3,5,KAKIRI
36,249,3,6,KAYONZA
36,249,3,7,LWANGA
36,249,3,8,LYAKISANA
36,249,3,36,KATATENGA
36,249,4,13,KAGAMBA
36,249,4,15,KIMULI
36,249,4,16,LWABAKOOBA
36,249,6,22,BUGONA
36,249,6,23,KABUSOTTA
36,249,6,24,KAKUNDI
36,249,6,25,KIBUUKA
36,249,6,26,KIWEEKA
36,249,6,27,KYABIGONDO
37,197,1,1,BUGYERA
37,197,1,2,KASHEESHE
37,197,1,3,KYAMAKANDA
37,197,1,4,NYABITEETE
37,197,1,5,NYAKAINA
37,197,1,6,RUBANGA
37,197,1,7,RWAKIRUNGURA
37,197,1,33,NYAKABUNGO
37,197,2,10,KARUHEMBE
37,197,2,11,MABANGA
37,197,2,12,KIIGIRO
37,197,2,13,NYEIBINGO
37,197,2,14,GARUBUNDA
37,197,3,15,MURAMA
37,197,3,16,KACENCE
37,197,3,17,KAFUNJO
37,197,3,18,KAHOKO
37,197,3,19,KATONYA
37,197,3,20,NGOMA
37,197,3,21,RWANYUNDO
37,197,3,22,BIKONGOZO
37,197,3,31,NYARUGANDO
37,197,4,23,BUNONO
37,197,4,24,BURORA
37,197,4,25,BWANGA
37,197,4,26,IBANDA
37,197,4,27,IHUNGA
37,197,4,28,KISIIZI
37,197,4,29,NDAGO
37,197,4,30,NYABUSHENYI
37,197,4,32,RUYONZA
37,197,5,8,"EASTERN WARD"
37,197,5,9,"SOUTHERN WARD"
37,197,5,34,"NORTHERN WARD"
37,197,5,36,"CENTRAL WARD"
37,197,6,35,"KYAMAKANDA WARD"
37,197,6,37,"KATOJO WARD"
37,197,6,38,"NYAKAINA WARD"
37,198,1,1,BUGANGARI
37,198,1,2,BURAMA
37,198,1,3,KAKINDO
37,198,1,4,KASHAYO
37,198,1,5,KAZINDIRO
37,198,1,6,KYABUREERE
37,198,1,7,NYABITEETE
37,198,2,8,BUHUNGA
37,198,2,9,BWANDA
37,198,2,10,KABINGO
37,198,2,11,KIHANGA
37,198,2,12,KYARUYENJE
37,198,2,42,KIBIRIZI
37,198,3,14,BWAMBARA
37,198,3,15,KIKARARA
37,198,3,16,KIKONGI
37,198,3,17,NYABUBARE
37,198,3,18,RWENSHAMA
37,198,5,19,KIGAAGA
37,198,5,20,KITIMBA
37,198,5,23,KABWOMA
37,198,5,24,KAHOKO
37,198,5,27,MASYA
37,198,5,28,NYAKINENGO
37,198,5,29,RUSHASHA
37,198,6,31,BUROMBE
37,198,6,32,KICWAMBA
37,198,6,33,NDERE
37,198,6,34,NYARWIMUKA
37,198,6,35,NYAKITABIRE
37,198,6,36,RWAMUGOMA
37,198,7,30,"BIGAGA WARD"
37,198,7,43,"KAGUGU WARD"
37,198,7,44,"RUSOROZA WARD"
37,198,8,13,"CENTRAL WARD"
37,198,8,45,"EASTERN WARD"
37,198,8,46,"WESTERN WARD"
37,233,1,1,"KAGASHE WARD"
37,233,1,7,"KYATOKO WARD"
37,233,1,10,"NORTHERN B WARD"
37,233,1,11,"RWENTONDO WARD"
37,233,2,2,"KANYINYA WARD"
37,233,2,4,"KIGAAGA WARD"
37,233,2,8,"NDORERO WARD"
37,233,2,12,"RWAKABENGO WARD"
37,233,3,3,"KARANGARO WARD"
37,233,3,5,"KINYASANO WARD"
37,233,3,6,"KITIMBA WARD"
37,233,3,9,"NORTHERN A WARD"
38,205,1,1,ACABOI
38,205,1,2,OSUGURO
38,205,1,9,AUKOT
38,205,1,31,AWOJA
38,205,2,3,ASURET
38,205,2,4,OMULALA
38,205,2,5,MUKURA
38,205,2,6,OBULE
38,205,2,8,OTATAI
38,205,2,17,OREGIA
38,205,2,30,ADACAR
38,205,3,11,DOKOLO
38,205,3,12,GWERI
38,205,3,18,ABELET
38,205,3,19,OPUCET
38,205,4,14,AMINIT
38,205,4,15,KAMUDA
38,205,4,20,ODINA
38,205,4,21,OLIO
38,205,5,10,AWALIWAL
38,205,5,24,DAMASIKO
38,205,5,25,TAKARIAMIAM
38,205,5,26,TELAMOT
38,205,5,37,MUGENYA
38,205,6,23,OPUYO
38,205,6,33,ACETGWEN
38,205,7,13,AGORA
38,205,7,16,LALLE
38,205,7,27,AGAMA
38,205,7,28,GWETOM
38,205,8,7,OCOKICAN
38,205,8,29,ABAANGO
38,205,8,32,OCOMAI
38,205,8,34,OMODOI
38,205,9,22,"AMEN A WARD"
38,205,9,35,"AMEN B WARD"
38,205,9,36,"ODERAI WARD"
38,205,9,38,"OPIAI WARD"
38,205,9,39,"ORWADAI WARD"
38,207,1,1,"AKISIM WARD"
38,207,1,2,"CENTRAL WARD"
38,207,1,3,"KENGERE WARD"
38,207,1,4,"MORUAPESUR WARD"
38,207,2,5,"CAMP SWAHILI WARD"
38,207,2,6,"KICHINJANJI WARD"
38,207,2,7,"MADERA WARD"
38,207,2,8,"PIONEER WARD"
38,207,3,9,"NAKATUNYA WARD"
38,207,3,10,"ODERAI/MAJENGO WARD"
38,207,3,11,"PAMBA WARD"
38,207,3,12,"SENIOR QUARTERS WARD"
38,251,1,3,DAKABELA
38,251,1,4,ODUDUI
38,251,1,27,ARABAKA
38,251,1,29,AGIRIGIROI
38,251,2,5,ABARI
38,251,2,6,ADAMASIKO
38,251,2,7,AJONYI
38,251,2,19,OCULOI
38,251,2,20,OJOM
38,251,3,1,"ALOET WARD"
38,251,3,2,"ARAPAI WARD"
38,251,3,28,"AMORU WARD"
38,251,4,11,"CENTRAL WARD"
38,251,4,12,"ORIETA WARD"
38,251,4,35,"AWASI WARD"
38,251,5,8,OGWOLO
38,251,5,9,SAMUK
38,251,5,10,OIMAI
38,251,5,17,KATINE
38,251,5,18,MEROK
38,251,5,21,OLWELAI
38,251,5,32,OJAMA
38,251,7,24,ACHUNA
38,251,7,25,APARISA
38,251,7,26,PALAET
38,251,7,34,OGOLAI
38,251,7,36,OBULEI
39,209,1,1,KIREWA
39,209,1,3,SENDA
39,209,1,15,KATANDI
39,209,1,36,TINDO
39,209,2,5,GWARAGWARA
39,209,2,6,KISOKO
39,209,2,16,MORIKISWA
39,209,2,17,PEI-PEI
39,209,3,11,NAMWAYA
39,209,3,20,MAUNDO
39,209,3,32,OKWIRA
39,209,3,33,POKONGO
39,209,4,13,PAYA
39,209,4,21,BARINYANGA
39,209,4,37,AGGE
39,209,4,38,NYASIRENGE
39,209,4,39,"PAYA CENTRAL"
39,209,4,40,NYAWIMBI
39,209,4,41,PODULA
39,209,4,42,PARAGANG
39,209,5,7,MBULA
39,209,5,8,PETTA
39,209,5,18,RAMOGI
39,209,5,19,PAKOI
39,209,6,10,"CENTRAL WARD"
39,209,6,26,"EASTERN WARD"
39,209,6,27,"NORTHERN WARD"
39,209,6,28,"SOUTHERN WARD"
39,209,7,14,SOP-SOP
39,209,7,23,"PER - PER"
39,209,7,24,NABOWA
39,209,7,25,NAMWENDIA
39,209,8,9,KATAJULA
39,209,8,29,MATINDI
39,209,8,30,MUKWANA
39,209,8,31,PAGOYA
39,209,9,2,MIFUMI
39,209,9,4,SONI
39,209,9,34,CHAWOLO
39,209,9,35,NAGOKE
39,209,10,12,NAWIRE
39,209,10,46,MIUS
39,209,10,47,ATAPARA
39,209,10,48,SENGO
39,209,11,22,SERE
39,209,11,43,LIWIRA
39,209,11,44,MWENGE
39,209,11,45,KISIA
39,210,1,2,POYEM
39,210,1,46,AWUYO
39,210,2,4,MULANDA
39,210,2,37,CHAWOLO
39,210,2,38,KOROBUDI
39,210,2,39,PASINDI
39,210,3,7,NAMWANGA
39,210,3,42,"NAMAWANGA CENTRAL"
39,210,3,43,LUNGINGI
39,210,4,9,KIDERA
39,210,4,14,PANYANGASI
39,210,4,33,RUBONGI
39,210,5,1,MAGOLA
39,210,5,19,GULE
39,210,5,20,POYAMERI
39,210,5,21,PAPOL
39,210,6,6,"NABUYOGA WARD"
39,210,6,10,"MIGANJA WARD"
39,210,6,13,"PAWANGA WARD"
39,210,6,22,"MUWAFU WARD"
39,210,7,3,"AMOR WARD"
39,210,7,23,"BIRA WARD"
39,210,7,24,"PAJWENDA WARD"
39,210,7,25,"PANYIRENJA WARD"
39,210,8,16,"IYOLWA WARD"
39,210,8,17,"PABONE WARD"
39,210,8,26,"GULE WARD"
39,210,8,27,"NAMBOGO WARD"
39,210,9,12,OSIA
39,210,9,28,KAGWARA
39,210,9,29,KATEREMA
39,210,9,30,UMEME
39,210,10,11,NYANGOLE
39,210,10,15,NYAKESI
39,210,10,31,ACHILET
39,210,10,32,IYOKANGO
39,210,11,5,MWELLO
39,210,11,34,AGUMIT
39,210,11,35,KISOTE
39,210,11,36,MIKIYA
39,210,12,8,NYAMALOGO
39,210,12,40,LWALA
39,210,12,41,SIWA
39,210,13,18,OJILAI
39,210,13,44,BUMANDA
39,210,13,45,FUNGWE
39,213,1,4,KWAPA
39,213,1,18,ASINGE
39,213,1,23,"KWAPA TOWN BOARD"
39,213,2,7,ABUR
39,213,2,8,KASIPODO
39,213,2,14,KAYORO
39,213,3,9,APUTIRI
39,213,3,10,ANGOLOL
39,213,3,15,MORUKATIPE
39,213,3,16,NYALAKOT
39,213,4,11,ABWANGET
39,213,4,12,AMAGORO
39,213,4,13,TICAF
39,213,4,17,OSUKURU
39,213,5,2,APOKOR
39,213,5,6,MELLA
39,213,5,19,KOITANGIRO
39,213,5,24,KINYIL
39,213,6,1,AMONI
39,213,6,3,KALAITI
39,213,6,20,MORUKEBU
39,213,6,21,ANGOLOLO
39,213,6,22,KODIKE
39,213,7,5,"MALABA WARD"
39,213,7,29,"AKOLODONG WARD"
39,213,7,30,"AMAGORO WARD"
39,213,7,31,"ASINGE WARD"
39,213,7,32,"OBORE WARD"
39,214,1,1,"AMAGORO A"
39,214,1,2,"AMAGORO B"
39,214,1,3,NYANGOLE
39,214,1,8,KASOLI
39,214,2,4,"AGURURU A"
